hex,reg_number,flag,lat,lng,alt,dir,speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
800582,VT-ALS,IN,22.616794,77.204498,11137,171.7,981,537,AIC537,AI537,VIDP,DEL,VOMM,MAA,AIC,AI,B77W,1706705158,en-route
800588,VT-EDE,IN,25.234202,75.317146,11381,203,835,849,AIC849,AI849,VIDP,DEL,VAPO,PNQ,AIC,AI,A320,1706705158,en-route
800733,VT-ANM,IN,29.177126,78.670949,7739,324.3,656,307,AIC307,AI307,RJAA,NRT,VIDP,DEL,AIC,AI,B788,1706705158,en-route
800734,VT-ANN,IN,38.895967,70.049987,11343,284.8,823,169,AIC169,AI169,VIAR,ATQ,EGKK,LGW,AIC,AI,B788,1706705158,en-route
800756,VT-IFH,IN,13.292369,80.510424,4216,28.4,680,143,IGO143,6E143,VOMM,MAA,VEBS,BBI,IGO,6E,A320,1706705158,en-route
801389,VT-IYV,IN,22.861674,73.354915,4711,14.6,480,7429,IGO7429,6E7429,VASU,STV,VAUD,UDR,IGO,6E,AT76,1706705158,en-route
801393,VT-IYW,IN,12.231559,76.652475,642,266.7,110,7603,IGO7603,6E7603,VOMM,MAA,VOMY,MYQ,IGO,6E,AT76,1706705158,en-route
801394,VT-IUF,IN,26.745775,77.352179,6885,40.4,733,587,IGO587,6E587,VABP,BHO,VIDP,DEL,IGO,6E,A21N,1706705158,en-route
801402,VT-IUZ,IN,27.401837,78.117613,8318,145.5,928,6217,IGO6217,6E6217,VIDP,DEL,VOHS,HYD,IGO,6E,A21N,1706705158,en-route
801409,VT-TQB,IN,28.904921,80.384615,11122,286.7,594,156,VTI156,UK156,VNKT,KTM,VIDP,DEL,VTI,UK,A20N,1706705158,en-route
801424,VT-TQF,IN,8.132146,75.863977,11328,23,826,274,VTI274,UK274,VRMM,MLE,VIDP,DEL,VTI,UK,A20N,1706705158,en-route
801445,VT-ILR,IN,8.752622,77.015109,3187,166.9,558,6628,IGO6628,6E6628,VOBL,BLR,VOTV,TRV,IGO,6E,A21N,1706705158,en-route
801465,VT-IXY,IN,14.27925,79.809317,4040,22.7,396,7064,IGO7064,6E7064,VOTP,TIR,VEVZ,VTZ,IGO,6E,AT76,1706705158,en-route
801495,VT-TQG,IN,17.79802,78.734659,10931,347.8,747,834,VTI834,UK834,VOMM,MAA,VIDP,DEL,VTI,UK,A20N,1706705158,en-route
801523,VT-IMV,IN,26.070099,74.917216,11008,21.6,805,2326,IGO2326,6E2326,VABB,BOM,VIDP,DEL,IGO,6E,A21N,1706705158,en-route
801540,VT-IPI,IN,24.35826,74.819685,11427,201.2,864,5234,IGO5234,6E5234,VICG,IXC,VABB,BOM,IGO,6E,A20N,1706705158,en-route
801554,VT-IMX,IN,27.355235,77.468995,6778,331.6,630,698,IGO698,6E698,VOMM,MAA,VIDP,DEL,IGO,6E,A21N,1706705158,en-route
801587,VT-YAT,IN,13.944694,75.040044,11305,154.7,890,1518,AKJ1518,QP1518,VABB,BOM,VOCI,COK,AKJ,QP,B38M,1706705158,en-route
801590,VT-RTB,IN,17.726525,83.222907,0,4,10,451,AIC451,AI451,VIDP,DEL,VEVZ,VTZ,AIC,AI,A21N,1706705158,landed
801591,VT-RTC,IN,27.614736,77.123263,5605,284.3,490,832,AIC832,AI832,VOCI,COK,VIDP,DEL,AIC,AI,A21N,1706705158,en-route
801615,VT-RTO,IN,10.0514,77.198177,11076,189.9,856,801,AIC801,AI801,VIDP,DEL,VOTV,TRV,AIC,AI,A20N,1706705158,en-route
801616,VT-IQI,IN,24.65761,86.249467,10207,129.1,986,342,IGO342,6E342,VEPT,PAT,VECC,CCU,IGO,6E,A20N,1706705158,en-route
801619,VT-IQJ,IN,13.052061,80.21329,817,336.6,504,848,IGO848,6E848,VOCB,CJB,VOMM,MAA,IGO,6E,A20N,1706705158,en-route
801621,VT-IQM,IN,24.417205,77.33882,10748,353.7,728,2382,IGO2382,6E2382,VOCI,COK,VIDP,DEL,IGO,6E,A20N,1706705158,en-route
801638,VT-RTI,IN,19.310613,73.818417,7228,158.2,688,652,AIC652,AI652,VOHS,HYD,VABB,BOM,AIC,AI,A20N,1706705158,en-route
841115,JA04RK,JP,26.613054,128.224478,12554,41.2,989,86,JTA86,NU86,ROIG,ISG,RJBB,KIX,JTA,NU,B738,1706705158,en-route
841538,JA05XJ,JP,41.617816,141.346076,7769,15.4,728,531,JAL531,JL531,RJTT,HND,RJCC,CTS,JAL,JL,A359,1706705158,en-route
842250,JA09JJ,JP,34.596396,136.862068,1259,13.3,420,588,JJP588,GK588,RJFF,FUK,RJGG,NGO,JJP,GK,A320,1706705158,en-route
842292,JA09MC,JP,33.631683,132.341344,8897,76.9,1034,54,SFJ54,7G54,RJFF,FUK,RJTT,HND,SFJ,7G,A320,1706705158,en-route
847294,JA16XJ,JP,34.834346,139.908776,3659,14.3,526,920,JAL920,JL920,ROAH,OKA,RJTT,HND,JAL,JL,A359,1706705158,en-route
851120,JA311J,JP,34.445893,133.918053,8996,249.2,664,443,JAL443,JL443,RJTT,HND,RJOM,MYJ,JAL,JL,B738,1706705158,en-route
851914,JA337J,JP,34.893047,139.717029,4048,17.6,648,228,JAL228,JL228,RJBB,KIX,RJTT,HND,JAL,JL,B738,1706705158,en-route
872841,JA901P,JP,25.757822,125.811019,9697,223.9,718,91,APJ91,MM91,RJBB,KIX,VTBS,BKK,APJ,MM,A21N,1706705158,en-route
880458,HS-ABX,TH,11.493439,100.637615,11678,182.3,753,3118,AIQ3118,FD3118,VTBD,DMK,VTSS,HDY,AIQ,FD,A320,1706705158,en-route
880854,HS-BBT,TH,11.74465,100.123908,12036,10.1,889,3216,AIQ3216,FD3216,VTSG,KBV,VTBD,DMK,AIQ,FD,A320,1706705158,en-route
880857,HS-BBW,TH,11.747141,101.185702,11076,171.8,808,419,AIQ419,FD419,VTBS,BKK,WMKK,KUL,AIQ,FD,A320,1706705158,en-route
881051,HS-DBQ,TH,13.923579,100.610933,0,208.1,82,328,NOK328,DD328,VTBD,DMK,VTUU,UBP,NOK,DD,B738,1706705158,scheduled
881054,HS-DBT,TH,15.764259,99.592807,11312,349.7,868,138,NOK138,DD138,VTBD,DMK,VTCC,CNX,NOK,DD,B738,1706705158,en-route
881059,HS-DBY,TH,14.97973,99.858006,8645,302.6,665,108,NOK108,DD108,VTBD,DMK,VTCT,CEI,NOK,DD,B738,1706705158,en-route
881421,HS-EAA,TH,15.449751,100.394006,7533,171.7,696,3440,AIQ3440,FD3440,VTCC,CNX,VTBD,DMK,AIQ,FD,A21N,1706705158,en-route
881422,HS-EAB,TH,16.591643,100.169737,11122,49.6,989,644,AIQ644,FD644,VTBD,DMK,VVNB,HAN,AIQ,FD,A21N,1706705158,en-route
884208,HS-PPH,TH,16.860865,99.452716,10787,346.2,842,219,BKP219,PG219,VTBS,BKK,VTCC,CNX,BKP,PG,A320,1706705158,en-route
885104,HS-THD,TH,11.027279,101.505184,10200,163.3,905,465,THA465,TG465,VTBS,BKK,YMML,MEL,THA,TG,A359,1706705158,en-route
885176,HS-TKV,TH,47.242161,11.49962,10177,97.2,953,931,THA931,TG931,LFPG,CDG,VTBS,BKK,THA,TG,B77W,1706705158,en-route
885283,HS-TTC,TH,21.116819,117.062483,11030,245.3,797,677,THA677,TG677,RJAA,NRT,VTBS,BKK,THA,TG,B77W,1706705158,en-route
886287,HS-XTG,TH,33.362705,133.352001,9384,226.4,699,611,TAX611,XJ611,RJBB,KIX,VTBS,BKK,TAX,XJ,A333,1706705158,en-route
888040,VN-A685,VN,36.014788,126.9623,8181,6.2,825,838,VJC838,VJ838,VVCR,CXR,RKSI,ICN,VJC,VJ,A321,1706705158,en-route
888041,VN-A687,VN,21.216115,119.912803,11366,189.1,763,843,VJC843,VJ843,RCTP,TPE,VVTS,SGN,VJC,VJ,A321,1706705158,en-route
888055,VN-A359,VN,15.329379,108.722887,10078,345,865,520,HVN520,VN520,VVCR,CXR,ZBAA,PEK,HVN,VN,A321,1706705158,en-route
888095,VN-A666,VN,23.400145,120.028154,9705,174.5,829,867,VJC867,VJ867,RCTP,TPE,VVCT,VCA,VJC,VJ,A320,1706705158,en-route
888138,VN-A893,VN,17.278673,107.022242,13194,341.4,991,786,HVN786,VN786,YSSY,SYD,VVNB,HAN,HVN,VN,A359,1706705158,en-route
888148,VN-A572,VN,17.347357,107.575617,9735,156.6,821,6039,PIC6039,BL6039,VVNB,HAN,VVTS,SGN,HVN,VN,A320,1706705158,en-route
894059,A9C-AB,BH,30.810017,34.007685,12090,151.1,857,945,GFA945,GF945,LCLK,LCA,OBBI,BAH,GFA,GF,A320,1706705158,en-route
896175,A6-EWC,AE,25.326894,54.057353,8295,283.4,705,839,UAE839,EK839,OMDB,DXB,OBBI,BAH,UAE,EK,B77L,1706705158,en-route
896216,A6-EGU,AE,28.764529,48.82316,11381,326.6,758,95,UAE95,EK95,OMDB,DXB,LIRF,FCO,UAE,EK,B77W,1706705158,en-route
896311,A6-ENO,AE,27.920003,49.163692,7822,330.8,640,857,UAE857,EK857,OMDB,DXB,OKKK,KWI,UAE,EK,B77W,1706705158,en-route
896372,A6-ANQ,AE,26.812124,48.064569,11480,283.9,630,221,ABY221,G9221,OMSJ,SHJ,OESK,AJF,ABY,G9,A320,1706705158,en-route
896440,A6-AEJ,AE,32.012355,34.866211,0,301,24,594,ETD594,EY594,LLBG,TLV,OMAA,AUH,ETD,EY,A321,1706705158,scheduled
896503,A6-AOW,AE,10.852821,75.611049,6992,120.3,734,426,ABY426,G9426,OMSJ,SHJ,VOCI,COK,ABY,G9,A320,1706705158,en-route
896504,A6-AOX,AE,30.77407,47.568029,11587,138.9,938,358,ABY358,G9358,ORER,EBL,OMSJ,SHJ,ABY,G9,A320,1706705158,en-route
896518,A6-FMI,AE,35.088094,29.617046,11823,137.6,889,746,FDB746,FZ746,LATI,TIA,OMDB,DXB,FDB,FZ,B38M,1706705158,en-route
896531,A6-FMK,AE,32.02974,34.973503,886,79,425,1126,FDB1126,FZ1126,LLBG,TLV,OMDB,DXB,FDB,FZ,B38M,1706705158,en-route
896586,A6-AUB,AE,22.862138,57.599633,11594,298.3,691,184,ADY184,3L184,VOCI,COK,OMAA,AUH,ADY,3L,A320,1706705158,en-route
896587,A6-ATE,AE,42.1721,19.697849,11366,123.6,837,711,ABY711,G9711,LIME,BGY,OMSJ,SHJ,ABY,G9,A21N,1706705158,en-route
899050,B-16337,TW,20.408389,120.78511,12036,358.6,910,278,EVA278,BR278,RPLL,MNL,RCTP,TPE,EVA,BR,A333,1706705158,en-route
899053,B-16211,TW,26.228704,122.86401,9026,231.1,736,119,EVA119,BR119,RJFF,FUK,RCKH,KHH,EVA,BR,A321,1706705158,en-route
899076,B-16227,TW,21.899778,115.766427,11312,100.7,948,386,EVA386,BR386,VVNB,HAN,RCTP,TPE,EVA,BR,A321,1706705158,en-route
899109,B-18102,TW,22.628688,120.049855,10375,182.2,803,755,CAL755,CI755,RCTP,TPE,WSSS,SIN,CAL,CI,A21N,1706705158,en-route
899114,B-18109,TW,39.079206,138.708712,9133,232,703,2131,CAL2131,CI2131,RJCC,CTS,RCTP,TPE,CAL,CI,A21N,1706705158,en-route
89644E,A6-EPY,AE,38.797612,42.158362,11206,110.7,924,238,UAE238,EK238,KBOS,BOS,OMDB,DXB,UAE,EK,B77W,1706705158,en-route
A67BD3,N517DZ,US,32.774155,-83.38628,6885,319.3,607,211,DAL211,DL211,FACT,CPT,KATL,ATL,DAL,DL,A359,1706705158,en-route
C023C7,C-FNOG,CA,53.534935,-118.33033,12234,206.4,830,79,ACA79,AC79,OMDB,DXB,CYVR,YVR,ACA,AC,B789,1706705158,en-route
89644B,A6-EPV,AE,43.452391,-97.68051,11221,184.5,899,221,UAE221,EK221,OMDB,DXB,KDFW,DFW,UAE,EK,B77W,1706705158,en-route
4BB18D,TC-LLM,TR,24.860599,-96.072581,12143,214,750,184,THY184,TK184,MMMX,MEX,MMUN,CUN,THY,TK,B789,1706705158,en-route
8964F9,A6-BLT,AE,42.679823,-66.745979,12013,257.1,864,103,ETD103,EY103,OMAA,AUH,KJFK,JFK,ETD,EY,B789,1706705158,en-route
A6657E,N511DN,US,33.940978,-120.990769,10284,92.5,1013,40,DAL40,DL40,YSSY,SYD,KLAX,LAX,DAL,DL,A359,1706705158,en-route
AB5FC9,N832AA,US,31.151512,-104.747723,12204,74.5,1010,34,AAL34,AA34,NZAA,AKL,KDFW,DFW,AAL,AA,B789,1706705158,en-route
71BF71,HL7771,KR,47.891321,14.492837,12242,306.6,824,541,AAR541,OZ541,RKSI,ICN,EDDF,FRA,AAR,OZ,A359,1706705158,en-route
AD56E0,N959JB,US,36.267849,-79.776705,10246,217.1,813,891,JBU891,B6891,KBOS,BOS,KTPA,TPA,JBU,B6,A321,1706705158,en-route
71C516,HL8516,KR,35.858953,131.952524,11122,269.4,668,102,APZ102,YP102,KLAX,LAX,RKSI,ICN,APZ,YP,B789,1706705158,en-route
A641B6,N502DN,US,45.128853,-91.592069,12577,109.2,945,158,DAL158,DL158,RKSI,ICN,KDTW,DTW,DAL,DL,A359,1706705158,en-route
71C382,HL8382,KR,48.068312,-87.814292,11861,124.5,982,222,AAR222,OZ222,RKSI,ICN,KJFK,JFK,AAR,OZ,A359,1706705158,en-route
76CD71,9V-SKQ,SG,45.043998,25.141036,11602,299,880,308,SIA308,SQ308,WSSS,SIN,EGLL,LHR,SIA,SQ,A388,1706705158,en-route
A55D31,N445AA,US,37.12031,-85.857139,10390,248.9,879,1297,AAL1297,AA1297,KPHL,PHL,KDFW,DFW,AAL,AA,A21N,1706705158,en-route
71C361,HL8361,KR,43.719609,27.763576,12128,299,884,501,AAR501,OZ501,RKSI,ICN,LFPG,CDG,AAR,OZ,A359,1706705158,en-route
4BA950,TC-JJP,TR,43.825133,20.863223,10787,121.5,872,900,THY900,TK900,MPTO,PTY,LTFM,IST,THY,TK,B77W,1706705158,en-route
4BB149,TC-LJI,TR,41.474429,29.495726,3720,248.3,550,21,THY21,TK21,RKSI,ICN,LTFM,IST,THY,TK,B77W,1706705158,en-route
867FF0,JA735J,JP,39.79542,-104.848455,10939,121.9,865,12,JAL12,JL12,RJTT,HND,KDFW,DFW,JAL,JL,B77W,1706705158,en-route
E07211,LV-GHQ,AR,33.672595,0.79661,12753,20.4,858,1140,ARG1140,AR1140,SAEZ,EZE,LIRF,FCO,ARG,AR,A332,1706705158,en-route
A03F24,N115DU,US,41.824194,-72.772944,10108,246.1,821,760,DAL760,DL760,KBOS,BOS,KDFW,DFW,DAL,DL,BCS1,1706705158,en-route
86EB36,JA882J,JP,43.969642,-92.901173,12059,131.5,969,10,JAL10,JL10,RJTT,HND,KORD,ORD,JAL,JL,B789,1706705158,en-route
AA4252,N760JB,US,21.735279,-74.679923,11930,140,942,1509,JBU1509,B61509,KFLL,FLL,MTPP,PAP,JBU,B6,A320,1706705158,en-route
8682FC,JA741J,JP,49.792878,-87.012952,11229,140.7,1005,6,JAL6,JL6,RJTT,HND,KJFK,JFK,JAL,JL,B77W,1706705158,en-route
76CD7A,9V-SKZ,SG,1.1339,103.886785,1419,20.4,355,286,SIA286,SQ286,NZAA,AKL,WSSS,SIN,SIA,SQ,A388,1706705158,en-route
75044C,9M-MAE,MY,43.025289,29.637723,12097,312,909,4,MAS4,MH4,WMKK,KUL,EGLL,LHR,MAS,MH,A359,1706705158,en-route
780B15,B-2737,CN,53.751779,3.739305,11754,209.7,910,607,CSN607,CZ607,ZHHH,WUH,EGLL,LHR,CSN,CZ,B788,1706705158,en-route
4074E4,G-ZBJM,UK,51.509412,2.77535,12051,289.5,816,36,BAW36,BA36,VOMM,MAA,EGLL,LHR,BAW,BA,B788,1706705158,en-route
4074E3,G-ZBJK,UK,51.632652,-0.113649,2532,227.9,400,276,BAW276,BA276,VOHS,HYD,EGLL,LHR,BAW,BA,B788,1706705158,en-route
E8046C,CC-BGQ,BR,29.382045,-109.711673,11884,304.3,826,8086,TAM8086,JJ8086,SBGR,GRU,KLAX,LAX,LAN,LA,B789,1706705158,en-route
0101DD,SU-GET,EG,46.716726,-68.291145,11960,226.5,895,987,MSR987,MS987,HECA,CAI,KEWR,EWR,MSR,MS,B789,1706705158,en-route
AB30E6,N820AL,US,-33.897637,-60.928587,11038,106,985,997,AAL997,AA997,KDFW,DFW,SAEZ,EZE,AAL,AA,B789,1706705158,en-route
E48BAA,PT-MUH,BR,44.924436,3.989858,11183,61.6,878,8070,TAM8070,JJ8070,SBGR,GRU,EDDF,FRA,LAN,LA,B77W,1706705158,en-route
AA92F8,N78001,US,30.253085,33.838212,11480,152.9,911,164,UAL164,UA164,KEWR,EWR,OMDB,DXB,UAL,UA,B772,1706705158,en-route
4BB185,TC-LLE,TR,46.610739,13.343895,11975,116,940,904,THY904,TK904,MPTO,PTY,LTFM,IST,THY,TK,B789,1706705158,en-route
8940A0,A9C-FI,BH,25.030838,55.985987,11526,278.3,715,155,GFA155,GF155,RPLL,MNL,OBBI,BAH,GFA,GF,B789,1706705158,en-route
A92D6D,N69020,US,54.034039,-4.78699,10878,118.1,1027,930,UAL930,UA930,KSFO,SFO,EGLL,LHR,UAL,UA,B772,1706705158,en-route
39CF11,F-HTYR,FR,36.908175,-7.529193,12425,43.4,898,411,AFR411,AF411,SAEZ,EZE,LFPG,CDG,AFR,AF,A359,1706705158,en-route
01012B,SU-GDM,EG,42.54833,-68.480597,10756,252.4,852,985,MSR985,MS985,HECA,CAI,KJFK,JFK,MSR,MS,B77W,1706705158,en-route
E8040B,CC-CXI,PE,35.593299,-18.5499,11488,64.3,798,2484,LPE2484,LP2484,SPJC,LIM,LEMD,MAD,LAN,LA,B763,1706705158,en-route
3C64EE,D-AIGN,DE,50.699378,5.088371,11107,109.5,859,519,DLH519,LH519,MROC,SJO,EDDF,FRA,DLH,LH,A343,1706705158,en-route
A64D4D,N505JB,US,34.55483,-78.690573,11602,217,800,299,JBU299,B6299,KLGA,LGA,KMCO,MCO,JBU,B6,A320,1706705158,en-route
4BB0E1,TC-LGA,TR,56.573049,12.02083,12455,140.5,991,10,THY10,TK10,KLAX,LAX,LTFM,IST,THY,TK,A359,1706705158,en-route
E48DF6,PT-MUI,BR,44.322256,-3.993994,10657,21.4,792,8084,TAM8084,JJ8084,SBGR,GRU,EGLL,LHR,LAN,LA,B77W,1706705158,en-route
040199,ET-AYC,ET,42.899688,-84.431906,10238,263.1,878,574,ETH574,ET574,HAAB,ADD,LIRF,FCO,ETH,ET,B789,1706705158,en-route
A67F8A,N518DZ,US,22.251092,-155.609445,12974,54.2,955,42,DAL42,DL42,YSSY,SYD,KLAX,LAX,DAL,DL,A359,1706705158,en-route
4B1904,HB-JMI,CH,42.221134,50.063617,10855,235.4,820,189,SWR189,LX189,ZSPD,PVG,LSZH,ZRH,SWR,LX,A343,1706705158,en-route
34520E,EC-MMG,ES,40.597419,-4.57899,6230,128.4,671,6342,IBE6342,IB6342,MSLP,SAL,LEMD,MAD,IBE,IB,A332,1706705158,en-route
71C006,HL8006,KR,41.571846,44.233433,9727,276.6,908,937,KAL937,KE937,RKSI,ICN,LOWW,VIE,KAL,KE,B77W,1706705158,en-route
4BB0E2,TC-LGB,TR,32.617734,45.325317,12410,321.4,723,509,THY509,TK509,WIII,CGK,LTFM,IST,THY,TK,A359,1706705158,en-route
AB5867,N830AN,US,-18.945796,-46.637697,12608,158.2,1002,963,AAL963,AA963,KDFW,DFW,SBGR,GRU,AAL,AA,B789,1706705158,en-route
A52E50,N433AN,US,38.843891,-79.015859,7975,269.7,890,2434,AAL2434,AA2434,KDCA,DCA,KLAS,LAS,AAL,AA,A21N,1706705158,en-route
71BA06,HL7206,KR,41.603484,43.82388,12097,276.8,874,915,KAL915,KE915,RKSI,ICN,LEBL,BCN,KAL,KE,B789,1706705158,en-route
406F74,G-ZBKH,UK,41.269313,48.271074,11480,235,867,168,BAW168,BA168,ZSPD,PVG,EGLL,LHR,BAW,BA,B789,1706705158,en-route
AB525F,N829AW,US,35.462121,-83.777651,7830,282.2,742,2932,AAL2932,AA2932,KCLT,CLT,KBNA,BNA,AAL,AA,A319,1706705158,en-route
4007F4,G-YMMI,UK,51.474088,3.064664,11800,289.8,780,134,BAW134,BA134,VABB,BOM,EGLL,LHR,BAW,BA,B772,1706705158,en-route
71BE31,HL7631,KR,41.130264,48.011972,10870,245.3,904,901,KAL901,KE901,RKSI,ICN,LFPG,CDG,KAL,KE,B748,1706705158,en-route
A3ACA6,N336FR,US,37.718447,-78.434201,11472,218.1,807,1781,FFT1781,F91781,KPHL,PHL,KSRQ,SRQ,FFT,F9,A20N,1706705158,en-route
C023C8,C-FNOH,CA,-22.955961,-46.4245,4056,203.9,638,90,ACA90,AC90,SBGR,GRU,SAEZ,EZE,ACA,AC,B789,1706705158,en-route
71C383,HL8383,KR,41.978252,49.612426,11427,235,863,521,AAR521,OZ521,RKSI,ICN,EGLL,LHR,AAR,OZ,A359,1706705158,en-route
781CAA,B-326Y,CN,57.532791,39.494576,11305,251.7,783,935,CCA935,CA935,ZSPD,PVG,EDDF,FRA,CCA,CA,A359,1706705158,en-route
A4DF52,N413AN,US,33.039807,-120.28876,7700,55.9,866,58,AAL58,AA58,PHKO,KOA,KLAX,LAX,AAL,AA,A21N,1706705158,en-route
A406C9,N359FR,US,21.510806,-87.34788,5491,142.2,708,103,FFT103,F9103,KATL,ATL,MMUN,CUN,FFT,F9,A20N,1706705158,en-route
4BB0EC,TC-LGL,TR,23.114793,111.863175,13134,103.7,1015,264,THY264,TK264,RPLL,MNL,RPVM,CEB,THY,TK,A359,1706705158,en-route
AC291F,N883BM,US,36.076036,-122.091296,12791,113.4,1055,170,AAL170,AA170,RJTT,HND,KLAX,LAX,AAL,AA,B788,1706705158,en-route
AD7701,N967JT,US,41.309258,-75.818283,8798,111.8,849,1316,JBU1316,B61316,KLAX,LAX,KJFK,JFK,JBU,B6,A321,1706705158,en-route
780F39,B-7343,CN,61.274086,38.795911,10101,260.5,804,771,CES771,MU771,ZSPD,PVG,EHAM,AMS,CES,MU,B77W,1706705158,en-route
AA6C50,N77066,US,-21.987816,-46.129608,8348,194.8,833,861,UAL861,UA861,KIAD,IAD,SBGR,GRU,UAL,UA,B764,1706705158,en-route
A6C013,N534JB,US,32.802129,-77.130338,11023,186.5,794,121,JBU121,B6121,KJFK,JFK,MYNN,NAS,JBU,B6,A320,1706705158,en-route
461F4A,OH-LWC,FI,40.84004,47.523677,10284,309.2,913,146,FIN146,AY146,VTBS,BKK,EFHK,HEL,FIN,AY,A359,1706705158,en-route
78158A,B-207N,CN,60.309673,24.938036,0,106.9,17,1665,DKH1665,HO1665,ZHCC,CGO,EFHK,HEL,DKH,HO,B789,1706705158,landed
3C4B32,D-ABYR,DE,51.911208,-7.273991,12166,107,986,499,DLH499,LH499,MMMX,MEX,EDDF,FRA,DLH,LH,B748,1706705158,en-route
A1BC92,N2105J,US,39.568718,-86.048306,10421,253.4,928,777,JBU777,B6777,KBOS,BOS,KLAS,LAS,JBU,B6,A21N,1706705158,en-route
780ADA,B-5926,CN,5.39876,75.125733,8424,248.3,767,235,CES235,MU235,ZSPD,PVG,VRMM,MLE,CES,MU,A332,1706705158,en-route
3C64F9,D-AIGY,DE,41.561336,42.158318,10908,269.9,929,721,DLH721,LH721,ZBAA,PEK,EDDF,FRA,DLH,LH,A343,1706705158,en-route
AB674B,N834AW,US,29.098978,-80.859511,11343,167,878,2313,AAL2313,AA2313,KPIT,PIT,KMIA,MIA,AAL,AA,A319,1706705158,en-route
A3271E,N302DU,US,33.412526,-90.944305,10367,85.6,905,2456,DAL2456,DL2456,KDFW,DFW,KLGA,LGA,DAL,DL,BCS3,1706705158,en-route
3C4ADA,D-ABVZ,DE,43.43976,52.413796,11358,236.5,860,713,DLH713,LH713,RKSI,ICN,EDDF,FRA,DLH,LH,B744,1706705158,en-route
8964A1,A6-EQI,AE,34.802995,137.647148,10253,104.2,1053,312,UAE312,EK312,OMDB,DXB,RJTT,HND,UAE,EK,B77W,1706705158,en-route
AB80F4,N840MH,US,42.38009,-79.783253,11190,112.1,853,312,DAL312,DL312,PHNL,HNL,KJFK,JFK,DAL,DL,B764,1706705158,en-route
8881DB,VN-A814,VN,-36.615784,143.421518,7540,113.2,790,81,VJC81,VJ81,VVTS,SGN,YMML,MEL,VJC,VJ,A333,1706705158,en-route
78168F,B-20AA,CN,61.752048,46.242753,10611,266.3,830,303,CSN303,CZ303,ZGGG,CAN,EGLL,LHR,CSN,CZ,B789,1706705158,en-route
AAEF60,N8030F,US,41.148249,-84.739164,9171,279.3,857,538,AAL538,AA538,KPIT,PIT,KORD,ORD,AAL,AA,A319,1706705158,en-route
A963F7,N704FR,US,35.02552,-86.811631,10482,331.4,728,1615,FFT1615,F91615,KMCO,MCO,KMSP,MSP,FFT,F9,A321,1706705158,en-route
AB4AF1,N827AW,US,41.477932,-83.324201,11838,108.4,836,1854,AAL1854,AA1854,KORD,ORD,KPHL,PHL,AAL,AA,A319,1706705158,en-route
AA8B40,N779JB,US,27.932242,-78.874605,8722,8.3,879,1142,JBU1142,B61142,KPBI,PBI,KBDL,BDL,JBU,B6,A320,1706705158,en-route
A63D42,N5007E,US,35.015061,-79.724421,5704,101.3,753,1885,AAL1885,AA1885,KCLT,CLT,KILM,ILM,AAL,AA,A319,1706705158,en-route
781B5C,B-322Z,CN,59.631676,29.067512,11305,249.9,823,855,CCA855,CA855,ZBAA,PEK,EGLL,LHR,CCA,CA,A359,1706705158,en-route
A5B3A7,N467AL,US,33.080913,-116.136883,10992,100.4,951,1945,AAL1945,AA1945,PHOG,OGG,KPHX,PHX,AAL,AA,A21N,1706705158,en-route
4D242B,9H-WAW,MT,35.287387,23.645211,10611,154.8,877,2987,WMT2987,W42987,LOWW,VIE,OEJN,JED,WMT,W4,A21N,1706705158,en-route
4BB143,TC-LJC,TR,40.879713,30.152535,6222,268.2,864,735,THY735,TK735,VRMM,MLE,LTFM,IST,THY,TK,B77W,1706705158,en-route
AD1927,N943JT,US,42.682947,-72.620982,7982,100.2,827,988,JBU988,B6988,KLAX,LAX,KBOS,BOS,JBU,B6,A321,1706705158,en-route
E80470,CC-BGU,CL,-13.736088,-77.568577,12730,165.7,925,533,LAN533,LA533,KJFK,JFK,SCEL,SCL,LAN,LA,B789,1706705158,en-route
3004C2,I-NEOZ,IT,39.097365,23.367078,10924,320.7,801,235,NOS235,NO235,HELX,LXR,LIMC,MXP,NOS,NO,B738,1706705158,en-route
A89F62,N655AW,US,32.509239,-81.700141,10764,27.5,875,835,AAL835,AA835,KTPA,TPA,KPHL,PHL,AAL,AA,A320,1706705158,en-route
A07B8F,N130DU,US,44.624546,-87.207885,11640,279.6,775,2070,DAL2070,DL2070,KLGA,LGA,KMSP,MSP,DAL,DL,BCS1,1706705158,en-route
AB5C12,N831AA,US,46.040456,-4.103169,11869,271.4,942,121,AAL121,AA121,OTHH,DOH,KPHL,PHL,AAL,AA,B789,1706705158,en-route
04C11A,5Y-KZD,KE,42.35394,5.211242,12379,353.1,871,116,KQA116,KQ116,HKJK,NBO,EHAM,AMS,KQA,KQ,B788,1706705158,en-route
E0B215,LV-KHU,AR,18.504269,-68.546099,939,343.5,297,1324,ARG1324,AR1324,SAEZ,EZE,MDPC,PUJ,ARG,AR,A332,1706705158,en-route
4BA952,TC-JJR,TR,49.740418,11.935659,11350,117,890,12,THY12,TK12,KJFK,JFK,LTFM,IST,THY,TK,B77W,1706705158,en-route
A9F2C6,N740CK,US,61.174476,-149.992794,0,348,32,518,CKS518,K4518,KCVG,CVG,PANC,ANC,CKS,K4,B744,1706705158,landed
